Cluster,Persona,Churn,Tenure,SatisfactionScore,OrderCount,CouponUsed,CashbackAmount,DaySinceLastOrder,HourSpendOnApp,Complain,OrderAmountHikeFromlastYear
2,Loyal Customers,0,24.0,3,2.0,2.0,231.16000000000003,3.0,2.0,0,11.0
1,Premium Customers,0,10.0,4,1.0,0.0,141.89,3.0,2.0,0,14.0
2,Loyal Customers,0,19.0,1,2.0,1.0,293.28,2.0,2.0,1,15.0
0,High Churn Risk,0,9.0,5,5.0,1.0,183.21,7.0,2.0,1,13.0
0,High Churn Risk,1,7.0,4,2.0,1.0,123.41999999999999,3.0,2.0,1,12.0
1,Premium Customers,0,10.0,4,4.0,4.0,140.71,7.0,2.0,0,13.0
0,High Churn Risk,1,0.0,1,7.0,0.0,158.13,7.0,2.0,1,18.0
3,Discount Seekers,0,6.0,5,7.0,6.0,131.43,6.0,3.0,0,19.0
1,Premium Customers,0,9.0,1,1.0,0.0,120.44,3.0,2.0,0,11.0
1,Premium Customers,0,12.0,3,2.0,2.0,234.64,2.0,3.0,0,21.0
1,Premium Customers,0,19.0,4,2.0,2.0,179.91,2.0,3.0,0,15.0
1,Premium Customers,0,13.0,5,1.0,1.0,133.77,2.0,2.0,0,17.0
1,Premium Customers,0,15.0,5,1.0,1.0,155.38,0.0,3.0,0,18.0
1,Premium Customers,0,8.0,1,1.0,0.0,157.62,7.0,2.0,0,14.0
1,Premium Customers,0,11.0,4,3.0,3.0,125.91999999999999,8.0,3.0,0,13.0
1,Premium Customers,1,0.0,5,1.0,0.0,153.46,7.0,3.0,0,17.0
1,Premium Customers,1,0.0,5,1.0,0.0,142.13,8.0,2.0,0,15.0
1,Premium Customers,0,12.0,1,2.0,1.0,141.27,2.0,2.0,0,18.0
1,Premium Customers,0,16.0,3,1.0,0.0,124.38,2.0,2.0,0,13.0
1,Premium Customers,0,14.0,4,1.0,1.0,168.7,2.0,2.0,0,12.0
3,Discount Seekers,0,14.0,3,13.0,0.0,204.47,5.0,2.0,1,13.0
1,Premium Customers,0,3.0,3,1.0,0.0,196.67,2.0,3.0,0,14.0
0,High Churn Risk,1,9.0,4,1.0,0.0,121.47999999999999,4.0,3.0,1,11.0
1,Premium Customers,1,9.0,4,3.0,1.0,189.26,7.0,3.0,0,22.0
1,Premium Customers,0,13.0,1,1.0,0.0,165.13,3.0,2.0,0,17.0
1,Premium Customers,0,7.0,3,4.0,0.0,167.99,8.0,3.0,0,21.0
3,Discount Seekers,0,30.0,4,14.0,10.0,0.0,14.0,2.0,0,22.0
1,Premium Customers,0,8.0,3,1.0,1.0,127.05000000000001,3.0,3.0,0,16.0
3,Discount Seekers,0,20.0,4,14.0,2.0,203.33,10.0,3.0,1,12.0
3,Discount Seekers,0,13.0,5,7.0,7.0,144.48,7.0,2.0,0,12.0
2,Loyal Customers,0,27.0,1,1.0,1.0,168.54,7.0,3.0,0,15.0
1,Premium Customers,0,4.0,5,2.0,2.0,196.37,2.0,3.0,0,14.0
1,Premium Customers,0,1.0,5,1.0,1.0,135.91,2.0,3.0,0,25.0
0,High Churn Risk,0,11.0,1,1.0,0.0,154.05,3.0,3.0,1,20.0
1,Premium Customers,0,0.0,1,1.0,0.0,146.84,2.0,2.0,0,13.0
2,Loyal Customers,0,30.0,3,2.0,1.0,257.87,2.0,2.0,1,14.0
1,Premium Customers,0,9.0,3,1.0,1.0,115.13999999999999,0.0,2.0,0,16.0
1,Premium Customers,1,0.0,5,1.0,1.0,129.56,0.0,3.0,0,17.0
0,High Churn Risk,1,0.0,5,2.0,1.0,123.35,0.0,2.0,1,15.0
1,Premium Customers,0,18.0,3,5.0,3.0,151.54,7.0,3.0,0,22.0
0,High Churn Risk,0,9.0,4,1.0,0.0,169.62,0.0,3.0,1,22.0
3,Discount Seekers,0,16.0,1,7.0,5.0,156.75,7.0,3.0,0,20.0
0,High Churn Risk,0,0.0,1,1.0,1.0,123.78999999999999,2.0,2.0,1,14.0
1,Premium Customers,0,2.0,1,3.0,1.0,138.12,10.0,2.0,0,13.0
1,Premium Customers,0,5.0,1,1.0,1.0,146.48,0.0,3.0,0,13.0
1,Premium Customers,0,15.0,3,3.0,1.0,129.36,3.0,3.0,0,22.0
1,Premium Customers,0,9.0,3,2.0,1.0,121.05000000000001,0.0,3.0,0,12.0
2,Loyal Customers,0,19.0,1,4.0,1.0,185.78,7.0,2.0,0,14.0
1,Premium Customers,0,1.0,1,2.0,0.0,127.06,2.0,3.0,0,15.0
1,Premium Customers,0,2.0,3,1.0,1.0,163.84,6.0,3.0,0,17.0
1,Premium Customers,0,15.0,3,1.0,1.0,139.68,0.0,2.0,0,13.0
0,High Churn Risk,1,0.0,4,2.0,2.0,199.07,2.0,2.0,1,12.0
2,Loyal Customers,0,19.0,5,2.0,1.0,232.25,8.0,2.0,0,12.0
1,Premium Customers,0,0.0,3,5.0,4.0,135.4,8.0,2.0,0,21.0
1,Premium Customers,0,2.0,4,1.0,1.0,128.04,0.0,3.0,0,11.0
2,Loyal Customers,0,16.0,3,6.0,3.0,293.92,14.0,2.0,0,15.0
3,Discount Seekers,0,21.0,4,12.0,3.0,296.65,9.0,3.0,0,15.0
0,High Churn Risk,1,0.0,1,1.0,1.0,124.38999999999999,0.0,3.0,1,24.0
1,Premium Customers,1,9.0,4,1.0,0.0,173.14,7.0,3.0,0,21.0
3,Discount Seekers,0,0.0,5,7.0,7.0,147.74,3.0,3.0,0,19.0
1,Premium Customers,0,12.0,1,2.0,1.0,139.02,2.0,2.0,0,14.0
1,Premium Customers,0,28.0,1,1.0,0.0,126.62,4.0,3.0,0,20.0
1,Premium Customers,0,1.0,4,1.0,1.0,128.56,0.0,3.0,0,19.0
1,Premium Customers,1,0.0,1,1.0,0.0,110.81,0.0,2.0,0,13.0
0,High Churn Risk,1,0.0,4,1.0,1.0,124.72,0.0,3.0,1,23.0
0,High Churn Risk,0,9.0,3,1.0,1.0,156.73,7.0,3.0,1,13.0
1,Premium Customers,0,4.0,3,1.0,0.0,141.97,2.0,2.0,0,11.0
0,High Churn Risk,0,7.0,1,1.0,0.0,197.13,0.0,3.0,1,13.0
1,Premium Customers,0,9.0,5,1.0,0.0,120.62,2.0,2.0,0,14.0
0,High Churn Risk,0,10.0,5,1.0,0.0,142.84,4.0,3.0,1,22.0
0,High Churn Risk,0,8.0,4,1.0,1.0,147.88,2.0,2.0,1,11.0
1,Premium Customers,0,18.0,1,3.0,0.0,159.06,8.0,3.0,0,13.0
1,Premium Customers,0,9.0,1,1.0,1.0,138.86,8.0,3.0,0,21.0
3,Discount Seekers,0,13.0,5,11.0,1.0,268.23,16.0,3.0,0,11.0
0,High Churn Risk,0,0.0,3,1.0,0.0,129.33,0.0,3.0,1,13.0
1,Premium Customers,0,0.0,3,1.0,0.0,165.0,7.0,2.0,0,14.0
2,Loyal Customers,0,21.0,1,4.0,1.0,271.74,7.0,2.0,0,11.0
1,Premium Customers,0,17.0,5,2.0,2.0,150.33,2.0,3.0,0,15.0
0,High Churn Risk,1,9.0,5,3.0,3.0,123.07,0.0,2.0,1,23.0
1,Premium Customers,1,19.0,1,1.0,0.0,125.87,0.0,3.0,0,16.0
1,Premium Customers,0,9.0,4,1.0,1.0,155.07,3.0,2.0,0,16.0
1,Premium Customers,0,14.0,4,1.0,1.0,143.93,4.0,2.0,0,21.0
2,Loyal Customers,0,15.0,5,2.0,3.0,233.48000000000002,7.0,2.0,0,13.0
0,High Churn Risk,0,4.0,1,1.0,0.0,165.83,4.0,2.0,1,11.0
0,High Churn Risk,0,7.0,1,1.0,0.0,181.03,1.0,3.0,1,12.0
1,Premium Customers,0,4.0,3,2.0,2.0,139.78,2.0,3.0,0,12.0
1,Premium Customers,0,0.0,1,7.0,2.0,125.44,7.0,3.0,0,18.0
1,Premium Customers,0,18.0,3,1.0,1.0,153.99,3.0,2.0,0,12.0
1,Premium Customers,0,6.0,3,1.0,0.0,154.87,9.0,2.0,0,14.0
0,High Churn Risk,0,1.0,1,1.0,0.0,168.34,7.0,2.0,1,12.0
1,Premium Customers,1,0.0,5,1.0,1.0,110.91,0.0,2.0,0,17.0
1,Premium Customers,0,12.0,3,1.0,0.0,157.36,2.0,2.0,0,19.0
1,Premium Customers,0,9.0,4,1.0,1.0,122.25999999999999,2.0,2.0,0,11.0
3,Discount Seekers,0,7.0,1,6.0,3.0,157.47,11.0,2.0,1,15.0
0,High Churn Risk,1,0.0,3,2.0,2.0,198.54,2.0,2.0,1,11.0
1,Premium Customers,0,20.0,4,1.0,0.0,154.67,7.0,3.0,0,18.0
1,Premium Customers,0,29.0,5,1.0,0.0,153.8,0.0,2.0,0,16.0
3,Discount Seekers,0,12.0,5,7.0,4.0,151.51,9.0,2.0,0,25.0
0,High Churn Risk,0,9.0,4,1.0,1.0,121.33000000000001,7.0,2.0,1,16.0
2,Loyal Customers,0,30.0,1,1.0,1.0,278.75,0.0,3.0,1,13.0
0,High Churn Risk,1,0.0,3,1.0,0.0,124.32,3.0,2.0,1,14.0
1,Premium Customers,0,11.0,1,1.0,1.0,147.71,3.0,3.0,0,19.0
2,Loyal Customers,0,22.0,1,4.0,1.0,291.61,3.0,2.0,0,15.0
0,High Churn Risk,0,15.0,1,1.0,0.0,150.87,0.0,3.0,1,12.0
1,Premium Customers,1,0.0,4,1.0,1.0,128.63,0.0,3.0,0,12.0
1,Premium Customers,0,8.0,5,1.0,0.0,0.0,4.0,3.0,0,16.0
1,Premium Customers,0,9.0,3,1.0,0.0,121.44,4.0,2.0,0,14.0
0,High Churn Risk,0,4.0,5,2.0,0.0,130.65,3.0,3.0,1,13.0
1,Premium Customers,0,9.0,4,1.0,1.0,128.1,2.0,3.0,0,22.0
1,Premium Customers,0,7.0,1,2.0,1.0,198.88,1.0,2.0,0,21.0
1,Premium Customers,0,7.0,3,1.0,1.0,186.28,1.0,2.0,0,18.0
1,Premium Customers,0,0.0,5,7.0,3.0,128.67,6.0,3.0,0,13.0
1,Premium Customers,0,2.0,5,1.0,1.0,153.73,2.0,2.0,0,12.0
1,Premium Customers,0,5.0,1,1.0,0.0,166.67,2.0,2.0,0,18.0
1,Premium Customers,0,4.0,5,8.0,1.0,150.03,7.0,2.0,0,21.0
1,Premium Customers,1,0.0,1,1.0,0.0,123.66999999999999,3.0,2.0,0,12.0
1,Premium Customers,0,11.0,5,1.0,0.0,128.58,0.0,3.0,0,14.0
0,High Churn Risk,0,8.0,1,1.0,1.0,152.04,9.0,2.0,1,11.0
1,Premium Customers,0,0.0,1,1.0,0.0,141.05,7.0,2.0,0,14.0
1,Premium Customers,0,5.0,1,1.0,0.0,196.79,0.0,2.0,0,24.0
0,High Churn Risk,1,0.0,1,1.0,0.0,156.17,8.0,3.0,1,11.0
0,High Churn Risk,1,16.0,5,2.0,2.0,204.48,2.0,3.0,1,13.0
1,Premium Customers,0,27.0,3,2.0,0.0,128.97,3.0,3.0,0,11.0
1,Premium Customers,0,6.0,3,2.0,2.0,159.68,8.0,2.0,0,20.0
1,Premium Customers,0,16.0,3,1.0,1.0,175.1,9.0,1.0,0,17.0
0,High Churn Risk,0,11.0,4,1.0,1.0,129.91,2.0,3.0,1,11.0
2,Loyal Customers,0,28.0,4,1.0,1.0,296.36,4.0,3.0,1,15.0
0,High Churn Risk,0,4.0,1,1.0,1.0,111.28999999999999,0.0,2.0,1,11.0
2,Loyal Customers,0,12.0,5,2.0,4.0,233.41000000000003,10.0,3.0,0,12.0
1,Premium Customers,0,15.0,3,3.0,2.0,143.32,7.0,2.0,0,12.0
1,Premium Customers,0,4.0,3,4.0,3.0,210.31,3.0,2.0,0,20.0
0,High Churn Risk,0,27.0,5,1.0,0.0,144.4,4.0,3.0,1,19.0
1,Premium Customers,0,0.0,3,1.0,1.0,146.17,2.0,2.0,0,12.0
1,Premium Customers,0,0.0,1,1.0,1.0,126.47,4.0,3.0,0,13.0
3,Discount Seekers,0,13.0,3,9.0,2.0,163.23,4.0,3.0,0,11.0
1,Premium Customers,0,13.0,4,5.0,1.0,156.77,10.0,3.0,0,14.0
1,Premium Customers,0,9.0,4,1.0,0.0,121.87,2.0,2.0,0,14.0
1,Premium Customers,0,3.0,4,1.0,0.0,137.48,7.0,3.0,0,13.0
0,High Churn Risk,0,0.0,3,1.0,0.0,139.77,2.0,2.0,1,19.0
3,Discount Seekers,0,20.0,3,12.0,1.0,186.33,11.0,2.0,0,23.0
1,Premium Customers,0,9.0,3,1.0,0.0,120.08000000000001,0.0,2.0,0,12.0
3,Discount Seekers,0,11.0,4,5.0,4.0,144.4,8.0,2.0,0,15.0
1,Premium Customers,0,4.0,3,1.0,1.0,130.67,2.0,3.0,0,19.0
3,Discount Seekers,0,11.0,3,7.0,2.0,153.21,7.0,3.0,0,11.0
0,High Churn Risk,0,15.0,5,1.0,0.0,154.1,2.0,2.0,1,17.0
1,Premium Customers,0,14.0,1,1.0,0.0,127.82,0.0,3.0,0,22.0
2,Loyal Customers,0,20.0,4,5.0,0.0,219.57,3.0,3.0,0,18.0
0,High Churn Risk,0,8.0,3,2.0,0.0,126.6,2.0,2.0,1,11.0
1,Premium Customers,0,0.0,3,1.0,0.0,133.75,2.0,3.0,0,12.0
1,Premium Customers,0,8.0,3,1.0,0.0,150.98,8.0,2.0,0,19.0
0,High Churn Risk,0,6.0,1,8.0,5.0,12.0,1.0,3.0,1,13.0
1,Premium Customers,0,5.0,4,4.0,3.0,128.37,1.0,3.0,0,13.0
1,Premium Customers,0,13.0,1,1.0,0.0,124.06,0.0,2.0,0,19.0
1,Premium Customers,0,9.0,4,2.0,0.0,122.69,2.0,3.0,0,14.0
1,Premium Customers,0,12.0,1,1.0,1.0,141.08,7.0,2.0,0,13.0
2,Loyal Customers,0,11.0,3,2.0,1.0,232.06,11.0,2.0,0,12.0
1,Premium Customers,0,5.0,1,5.0,3.0,204.22,7.0,2.0,0,19.0
0,High Churn Risk,0,10.0,1,2.0,0.0,237.44,8.0,2.0,1,25.0
0,High Churn Risk,0,0.0,3,1.0,1.0,149.07,4.0,2.0,1,22.0
1,Premium Customers,0,25.0,1,1.0,1.0,134.82,0.0,2.0,0,15.0
0,High Churn Risk,0,17.0,1,1.0,0.0,124.36000000000001,2.0,2.0,1,12.0
0,High Churn Risk,0,0.0,5,1.0,1.0,123.80000000000001,2.0,2.0,1,11.0
2,Loyal Customers,0,12.0,1,1.0,0.0,294.31,3.0,2.0,0,15.0
1,Premium Customers,1,9.0,5,1.0,1.0,117.9,0.0,2.0,0,19.0
1,Premium Customers,0,9.0,1,3.0,3.0,176.44,4.0,3.0,0,19.0
1,Premium Customers,0,9.0,4,1.0,1.0,151.31,2.0,3.0,0,13.0
2,Loyal Customers,0,29.0,3,1.0,0.0,163.06,9.0,2.0,0,21.0
0,High Churn Risk,1,0.0,1,2.0,2.0,147.87,2.0,2.0,1,14.0
2,Loyal Customers,0,15.0,3,4.0,1.0,288.8,14.0,2.0,0,11.0
3,Discount Seekers,1,19.0,3,9.0,6.0,123.38999999999999,8.0,3.0,0,11.0
2,Loyal Customers,0,14.0,4,2.0,1.0,235.7,10.0,2.0,0,23.0
1,Premium Customers,0,7.0,3,1.0,1.0,167.12,7.0,3.0,0,21.0
3,Discount Seekers,0,9.0,1,11.0,4.0,154.06,11.0,2.0,0,24.0
1,Premium Customers,0,14.0,4,1.0,0.0,189.38,4.0,2.0,0,11.0
1,Premium Customers,0,5.0,5,1.0,1.0,124.38999999999999,2.0,3.0,0,14.0
0,High Churn Risk,0,8.0,1,1.0,1.0,188.37,7.0,2.0,1,16.0
1,Premium Customers,0,11.0,1,1.0,0.0,153.43,9.0,3.0,0,11.0
1,Premium Customers,1,13.0,3,1.0,1.0,167.28,1.0,3.0,0,12.0
1,Premium Customers,0,9.0,1,1.0,1.0,166.52,0.0,3.0,0,13.0
1,Premium Customers,0,18.0,3,1.0,1.0,148.5,1.0,2.0,0,15.0
1,Premium Customers,0,13.0,3,2.0,0.0,128.09,2.0,3.0,0,14.0
0,High Churn Risk,0,8.0,3,1.0,1.0,156.89,2.0,3.0,1,14.0
1,Premium Customers,0,9.0,3,1.0,1.0,120.00999999999999,2.0,3.0,0,14.0
1,Premium Customers,0,8.0,1,1.0,0.0,129.77,1.0,3.0,0,12.0
0,High Churn Risk,0,2.0,4,1.0,1.0,140.25,3.0,2.0,1,13.0
1,Premium Customers,0,2.0,5,1.0,0.0,137.85,4.0,3.0,0,14.0
0,High Churn Risk,1,13.0,5,2.0,0.0,208.54000000000002,0.0,2.0,1,13.0
2,Loyal Customers,0,12.0,1,9.0,1.0,220.31,3.0,2.0,0,11.0
1,Premium Customers,0,4.0,5,1.0,0.0,199.36,7.0,3.0,0,19.0
1,Premium Customers,0,0.0,3,1.0,0.0,129.66,0.0,3.0,0,18.0
1,Premium Customers,0,9.0,1,1.0,0.0,125.71000000000001,3.0,2.0,0,17.0
1,Premium Customers,0,12.0,5,1.0,1.0,199.91,7.0,2.0,0,15.0
0,High Churn Risk,0,0.0,4,1.0,1.0,161.42,3.0,2.0,1,20.0
2,Loyal Customers,0,22.0,4,1.0,1.0,153.9,8.0,3.0,0,14.0
1,Premium Customers,0,7.0,3,1.0,0.0,144.04,2.0,2.0,0,12.0
0,High Churn Risk,1,4.0,1,1.0,0.0,159.93,5.0,3.0,1,11.0
1,Premium Customers,0,22.0,4,1.0,0.0,151.3,7.0,3.0,0,23.0
0,High Churn Risk,1,9.0,3,1.0,0.0,120.9,0.0,3.0,1,15.0
0,High Churn Risk,0,6.0,3,3.0,2.0,129.09,0.0,3.0,1,11.0
1,Premium Customers,0,0.0,4,2.0,1.0,134.68,2.0,2.0,0,12.0
1,Premium Customers,0,5.0,1,3.0,1.0,130.68,6.0,3.0,0,13.0
0,High Churn Risk,0,30.0,5,1.0,0.0,126.69999999999999,0.0,3.0,1,20.0
1,Premium Customers,0,3.0,3,1.0,1.0,126.93,0.0,3.0,0,22.0
1,Premium Customers,0,11.0,3,1.0,1.0,195.26,8.0,2.0,0,21.0
1,Premium Customers,0,9.0,3,7.0,0.0,152.37,7.0,3.0,0,13.0
1,Premium Customers,0,8.0,4,1.0,1.0,124.25999999999999,3.0,2.0,0,13.0
0,High Churn Risk,0,2.0,3,1.0,1.0,141.93,8.0,2.0,1,12.0
1,Premium Customers,0,4.0,3,4.0,3.0,129.11,3.0,3.0,0,17.0
1,Premium Customers,0,7.0,1,1.0,0.0,126.61000000000001,2.0,3.0,0,11.0
0,High Churn Risk,1,9.0,3,1.0,0.0,120.28,3.0,2.0,1,14.0
3,Discount Seekers,0,2.0,5,8.0,6.0,199.8,8.0,2.0,0,11.0
0,High Churn Risk,0,5.0,4,1.0,1.0,132.98,5.0,3.0,1,12.0
0,High Churn Risk,0,0.0,1,1.0,0.0,129.35,0.0,3.0,1,13.0
2,Loyal Customers,0,26.0,1,2.0,0.0,254.26999999999998,7.0,3.0,0,16.0
0,High Churn Risk,0,11.0,1,1.0,0.0,139.44,2.0,2.0,1,11.0
1,Premium Customers,0,0.0,3,1.0,0.0,140.11,3.0,3.0,0,18.0
1,Premium Customers,1,0.0,5,1.0,0.0,134.07,3.0,2.0,0,23.0
1,Premium Customers,0,7.0,4,2.0,0.0,219.94,3.0,2.0,0,11.0
1,Premium Customers,0,9.0,1,1.0,1.0,112.32,0.0,3.0,0,14.0
1,Premium Customers,1,0.0,5,1.0,0.0,129.6,3.0,3.0,0,11.0
2,Loyal Customers,0,26.0,3,4.0,1.0,290.94,8.0,2.0,0,11.0
0,High Churn Risk,1,0.0,5,6.0,0.0,139.19,7.0,3.0,1,22.0
1,Premium Customers,0,15.0,4,4.0,2.0,168.25,2.0,2.0,0,11.0
2,Loyal Customers,0,17.0,1,5.0,0.0,202.48,17.0,2.0,0,14.0
2,Loyal Customers,0,19.0,5,2.0,1.0,289.47,1.0,2.0,0,12.0
1,Premium Customers,0,6.0,1,1.0,0.0,124.96000000000001,0.0,3.0,0,11.0
0,High Churn Risk,0,17.0,1,1.0,0.0,164.65,3.0,2.0,1,13.0
1,Premium Customers,0,9.0,3,1.0,0.0,122.06,8.0,2.0,0,13.0
1,Premium Customers,1,9.0,1,1.0,0.0,120.86000000000001,0.0,2.0,0,14.0
0,High Churn Risk,1,9.0,1,2.0,0.0,122.93,0.0,3.0,1,16.0
1,Premium Customers,0,16.0,3,1.0,1.0,126.44999999999999,4.0,3.0,0,12.0
0,High Churn Risk,1,13.0,3,1.0,1.0,126.83000000000001,2.0,3.0,1,14.0
1,Premium Customers,0,9.0,1,2.0,2.0,120.13999999999999,2.0,3.0,0,13.0
0,High Churn Risk,0,9.0,5,1.0,1.0,134.19,0.0,2.0,1,14.0
1,Premium Customers,0,6.0,5,1.0,0.0,153.76,3.0,2.0,0,19.0
1,Premium Customers,0,9.0,1,1.0,1.0,119.50999999999999,0.0,3.0,0,12.0
1,Premium Customers,0,0.0,5,1.0,1.0,123.41,0.0,2.0,0,13.0
1,Premium Customers,1,9.0,3,1.0,0.0,122.93,1.0,2.0,0,12.0
1,Premium Customers,0,0.0,3,1.0,1.0,187.26,7.0,2.0,0,15.0
1,Premium Customers,0,3.0,1,3.0,1.0,140.11,7.0,2.0,0,23.0
3,Discount Seekers,1,4.0,3,15.0,1.0,295.45,8.0,2.0,0,15.0
1,Premium Customers,0,7.0,3,8.0,0.0,145.68,7.0,3.0,0,20.0
1,Premium Customers,0,10.0,4,1.0,0.0,130.22,0.0,3.0,0,21.0
0,High Churn Risk,0,19.0,1,1.0,1.0,157.72,8.0,3.0,1,21.0
1,Premium Customers,0,9.0,1,1.0,1.0,122.69,1.0,2.0,0,19.0
0,High Churn Risk,1,11.0,3,1.0,0.0,153.81,0.0,3.0,1,13.0
0,High Churn Risk,1,0.0,3,2.0,0.0,134.41,2.0,2.0,1,13.0
0,High Churn Risk,0,17.0,5,1.0,1.0,154.54,3.0,3.0,1,21.0
0,High Churn Risk,0,8.0,5,2.0,1.0,198.84,3.0,3.0,1,13.0
0,High Churn Risk,0,0.0,1,1.0,0.0,141.57,0.0,2.0,1,19.0
0,High Churn Risk,0,6.0,1,2.0,3.0,234.57999999999998,12.0,3.0,1,12.0
1,Premium Customers,0,8.0,5,1.0,0.0,190.69,8.0,3.0,0,22.0
0,High Churn Risk,0,8.0,5,2.0,0.0,140.14,2.0,1.0,1,15.0
1,Premium Customers,0,4.0,1,1.0,0.0,159.15,7.0,2.0,0,22.0
1,Premium Customers,0,10.0,3,1.0,0.0,159.93,7.0,2.0,0,18.0
3,Discount Seekers,0,5.0,1,7.0,5.0,161.62,8.0,2.0,1,22.0
3,Discount Seekers,0,11.0,1,9.0,6.0,124.06,9.0,2.0,0,11.0
3,Discount Seekers,0,23.0,3,13.0,1.0,287.4,8.0,2.0,1,12.0
3,Discount Seekers,0,30.0,5,7.0,6.0,176.37,9.0,4.0,0,11.0
3,Discount Seekers,0,9.0,3,12.0,7.0,200.96,8.0,2.0,0,13.0
2,Loyal Customers,0,28.0,3,2.0,1.0,247.56,2.0,2.0,1,14.0
1,Premium Customers,0,9.0,4,1.0,1.0,164.99,3.0,3.0,0,13.0
1,Premium Customers,0,18.0,5,1.0,0.0,197.24,0.0,2.0,0,17.0
1,Premium Customers,0,9.0,5,1.0,0.0,121.94,2.0,3.0,0,13.0
0,High Churn Risk,1,0.0,3,1.0,1.0,133.88,0.0,3.0,1,17.0
2,Loyal Customers,0,30.0,3,1.0,1.0,154.73,3.0,2.0,0,11.0
1,Premium Customers,0,2.0,4,1.0,1.0,127.03,4.0,3.0,0,23.0
1,Premium Customers,0,4.0,4,1.0,1.0,125.00999999999999,0.0,2.0,0,17.0
1,Premium Customers,0,5.0,4,1.0,1.0,162.2,9.0,3.0,0,17.0
1,Premium Customers,0,9.0,1,1.0,0.0,130.38,0.0,3.0,0,12.0
1,Premium Customers,0,4.0,1,1.0,1.0,144.24,8.0,3.0,0,23.0
1,Premium Customers,0,8.0,5,2.0,1.0,143.12,8.0,2.0,0,14.0
0,High Churn Risk,0,18.0,5,2.0,1.0,232.45,0.0,2.0,1,14.0
1,Premium Customers,0,10.0,3,2.0,0.0,236.64,2.0,1.0,0,13.0
0,High Churn Risk,0,19.0,4,1.0,1.0,150.21,2.0,3.0,1,22.0
0,High Churn Risk,0,3.0,1,3.0,1.0,151.26,0.0,2.0,1,12.0
1,Premium Customers,0,8.0,3,1.0,1.0,128.59,4.0,3.0,0,18.0
2,Loyal Customers,0,28.0,1,1.0,0.0,202.39,0.0,3.0,0,14.0
0,High Churn Risk,0,11.0,1,1.0,0.0,153.29,9.0,3.0,1,12.0
1,Premium Customers,0,7.0,4,1.0,1.0,143.25,3.0,3.0,0,15.0
2,Loyal Customers,0,29.0,1,1.0,0.0,172.6,2.0,2.0,0,11.0
1,Premium Customers,0,0.0,5,1.0,1.0,123.22,0.0,3.0,0,13.0
1,Premium Customers,0,9.0,1,1.0,1.0,120.75,3.0,3.0,0,23.0
3,Discount Seekers,0,3.0,1,10.0,3.0,141.52,8.0,4.0,0,19.0
1,Premium Customers,1,9.0,1,4.0,3.0,196.19,7.0,3.0,0,16.0
3,Discount Seekers,0,13.0,4,2.0,5.0,235.02999999999997,11.0,3.0,0,22.0
0,High Churn Risk,0,24.0,1,1.0,0.0,154.41,0.0,3.0,1,22.0
0,High Churn Risk,0,3.0,4,2.0,2.0,152.09,7.0,3.0,1,12.0
3,Discount Seekers,0,19.0,5,9.0,4.0,206.73000000000002,5.0,2.0,1,13.0
3,Discount Seekers,0,5.0,3,5.0,5.0,150.1,7.0,2.0,0,16.0
2,Loyal Customers,0,27.0,3,2.0,0.0,235.49,3.0,2.0,0,12.0
1,Premium Customers,0,0.0,3,1.0,0.0,149.99,2.0,2.0,0,21.0
1,Premium Customers,0,1.0,3,1.0,0.0,142.21,4.0,2.0,0,15.0
2,Loyal Customers,0,30.0,3,2.0,0.0,238.72000000000003,8.0,2.0,0,13.0
1,Premium Customers,0,9.0,4,1.0,0.0,120.41999999999999,2.0,3.0,0,12.0
0,High Churn Risk,1,9.0,5,1.0,0.0,120.72999999999999,2.0,3.0,1,22.0
1,Premium Customers,0,5.0,5,1.0,0.0,129.56,0.0,3.0,0,13.0
0,High Churn Risk,1,0.0,1,1.0,0.0,129.26,0.0,3.0,1,18.0
1,Premium Customers,0,7.0,3,2.0,0.0,148.09,10.0,2.0,0,14.0
1,Premium Customers,0,10.0,1,1.0,1.0,151.63,0.0,3.0,0,14.0
2,Loyal Customers,0,30.0,1,2.0,1.0,288.44,2.0,2.0,0,21.0
2,Loyal Customers,0,23.0,4,1.0,1.0,281.72,7.0,3.0,1,19.0
0,High Churn Risk,1,0.0,3,1.0,0.0,157.44,3.0,2.0,1,11.0
1,Premium Customers,0,0.0,1,2.0,0.0,128.89,1.0,3.0,0,11.0
1,Premium Customers,0,0.0,1,1.0,1.0,128.71,0.0,3.0,0,15.0
3,Discount Seekers,0,24.0,5,12.0,4.0,174.84,8.0,1.0,0,20.0
0,High Churn Risk,1,0.0,3,1.0,1.0,160.74,6.0,3.0,1,24.0
2,Loyal Customers,0,27.0,1,4.0,1.0,273.28,4.0,1.0,1,12.0
1,Premium Customers,0,0.0,3,1.0,0.0,127.74000000000001,2.0,3.0,0,12.0
1,Premium Customers,0,7.0,4,1.0,1.0,145.05,0.0,2.0,0,15.0
1,Premium Customers,0,10.0,1,1.0,0.0,174.28,3.0,2.0,0,12.0
1,Premium Customers,0,7.0,5,5.0,2.0,216.31,3.0,2.0,0,12.0
1,Premium Customers,0,9.0,1,2.0,0.0,197.38,8.0,3.0,0,14.0
1,Premium Customers,0,9.0,1,1.0,0.0,128.35,0.0,3.0,0,22.0
2,Loyal Customers,0,16.0,1,4.0,1.0,269.59,12.0,3.0,1,12.0
1,Premium Customers,0,3.0,3,1.0,0.0,126.13,9.0,3.0,0,25.0
